,Datetime,Title,Description,Link,Label,MS,NR,Hard
1616, ۲۲ آذر ۱۴۰۰ - ۰۸:۱۸ ,محدوده نوسان قیمت مجاز در گواهی سپرده سیمان از امروز تغییر می‌کند,بورس کالای ایران از تغییر محدوده نوسان قیمت مجاز در تمامی نمادهای گواهی سپرده کالایی سیمان تیپ ۲ خبر داد.,https://www.tasnimnews.com/fa/news/1400/09/22/2624930/محدوده-نوسان-قیمت-مجاز-در-گواهی-سپرده-سیمان-از-امروز-تغییر-می-کند,,,,
1617, ۲۲ آذر ۱۴۰۰ - ۰۸:۱۷ ,کارایی بازار سرمایه با صندوق های اهرمی افزایش می‌یابد,مدیرعامل بورس تهران گفت: صندوق های اهرمی در کنار سایر ابزارها مانند آپشن ها می توانند به افزایش کارایی بازارسرمایه، خصوصا به کارایی تخصیصی کمک موثری کنند.,https://www.tasnimnews.com/fa/news/1400/09/22/2624929/کارایی-بازار-سرمایه-با-صندوق-های-اهرمی-افزایش-می-یابد,,,,
1618, ۲۱ آذر ۱۴۰۰ - ۱۴:۱۲ ,کارشناس بازار سرمایه: دولت بدون دغدغه املاک مازادش را در بورس کالا بفروشد,یک کارشناس بازار سرمایه گفت دولت باید طرح فروش اموال و املاک مازاد خود را از مسیر بورس کالا اجرایی کند.,https://www.tasnimnews.com/fa/news/1400/09/21/2624665/کارشناس-بازار-سرمایه-دولت-بدون-دغدغه-املاک-مازادش-را-در-بورس-کالا-بفروشد,,,,
1619, ۲۱ آذر ۱۴۰۰ - ۱۳:۱۱ ,شاخص بورس ۲۳ هزار واحد ریخت,شاخص بورس در جریان معاملات امروز بازار سرمایه با افت ۲۳هزار واحدی روبرو شد.,https://www.tasnimnews.com/fa/news/1400/09/21/2624596/شاخص-بورس-23-هزار-واحد-ریخت,,,,
1620, ۲۱ آذر ۱۴۰۰ - ۱۱:۰۳ ,جزئیات بودجه ۱۴۰۱| کاهش اوراق فروشی دولت در سال آینده,بررسی جزئیات لایحه بودجه ۱۴۰۱ نشان می‌دهد که در سال ۱۴۰۱ قرار است ۸۸ هزار میلیارد تومان اوراق مالی اسلامی فروخته شود که این رقم نسبت به سال ۱۴۰۰ کاهش ۳۳ درصدی دارد.,https://www.tasnimnews.com/fa/news/1400/09/21/2624401/جزئیات-بودجه-1401-کاهش-اوراق-فروشی-دولت-در-سال-آینده,,,,
1621, ۲۱ آذر ۱۴۰۰ - ۰۹:۴۹ ,استقبال رئیس سازمان بورس از طرح تحقیق و تفحص مجلس/ عشقی: شرایط بازار به این شکل باقی نخواهد ماند,رئیس سازمان بورس با بیان اینکه سودآوری شرکتها در وضعیت مطلوبی است، گفت: شرایط بازار به این شکل باقی نخواهد ماند.,https://www.tasnimnews.com/fa/news/1400/09/21/2624382/استقبال-رئیس-سازمان-بورس-از-طرح-تحقیق-و-تفحص-مجلس-عشقی-شرایط-بازار-به-این-شکل-باقی-نخواهد-ماند,,,,
1622, ۲۱ آذر ۱۴۰۰ - ۰۸:۳۶ ,معامله ۱۱۸۷ میلیارد سهم در بورس از ابتدای سال,بیش از ۱۱۸۷میلیارد انواع اوراق بهادار از ابتدای امسال تا پایان هفته گذشته، طی ۱۷۰روز معاملاتی در بورس اوراق بهادار معامله شده است.,https://www.tasnimnews.com/fa/news/1400/09/21/2624293/معامله-1187-میلیارد-سهم-در-بورس-از-ابتدای-سال,,,,
1623, ۲۱ آذر ۱۴۰۰ - ۰۸:۲۹ ,شاخص بورس هفته گذشته ۹ هزار واحد رشد کرد,شاخص بورس در هفته‌ای که گذشت با ۹هزار و ۲۹۳واحد افزایش، معادل ۰.۶۹درصد رشد کرد.,https://www.tasnimnews.com/fa/news/1400/09/21/2624290/شاخص-بورس-هفته-گذشته-9-هزار-واحد-رشد-کرد,,,,
1624, ۲۱ آذر ۱۴۰۰ - ۰۸:۰۶ ,فرمول نرخ خوراک پتروشیمی ها در بودجه ۱۴۰۱ ثابت می‌ماند,در آستانه ارائه لایحه بودجه ۱۴۰۱ دولت به مجلس، هرگونه تغییر در فرمول و درصد نرخ خوراک پتروشیمی ها در لایحه بودجه سال آینده تکذیب شد.,https://www.tasnimnews.com/fa/news/1400/09/21/2624275/فرمول-نرخ-خوراک-پتروشیمی-ها-در-بودجه-1401-ثابت-می-ماند,,,,
1625, ۲۱ آذر ۱۴۰۰ - ۰۸:۰۵ ,خودمانی‌سازی عرضه‌های اولیه در فرابورس/ «سغدیر» بدون حضور سهامداران خرد عرضه اولیه شد,فرابورس ایران به سمت استراتژی حذف سهامداران خرد و حقیقی از عرضه اولیه شرکت‌های کوچک و دادن این سهام به صندوق‌ها روی آورده است.,https://www.tasnimnews.com/fa/news/1400/09/21/2624278/خودمانی-سازی-عرضه-های-اولیه-در-فرابورس-سغدیر-بدون-حضور-سهامداران-خرد-عرضه-اولیه-شد,,,,
1626, ۲۱ آذر ۱۴۰۰ - ۰۸:۰۵ ,۶۰۱ میلیارد تومان اوراق دولتی هفته گذشته در بورس فروخته شد,نتیجه عرضه اوراق بهادار دولتی در هفته گذشته نشان می‌دهد مبلغ ۶۰۱ میلیارد تومان اوراق در بورس به فروش رسیده است.,https://www.tasnimnews.com/fa/news/1400/09/21/2624274/601-میلیارد-تومان-اوراق-دولتی-هفته-گذشته-در-بورس-فروخته-شد,,,,
1627, ۲۰ آذر ۱۴۰۰ - ۱۳:۳۸ ,محسنی اژه‌ای: دخالت‌های غیرمتعارف از طرف ناظران بورس در معاملات/ هیئت مدیره بورس باید شفاف‌سازی کند,رئیس قوه قضائیه گفت: برخی فرآیندهای بورس می‌تواند باعث رانت و سوءاستفاده عده‌ای و در مقابل ایجاد ضرر برای عده دیگری شود.,https://www.tasnimnews.com/fa/news/1400/09/20/2623955/محسنی-اژه-ای-دخالت-های-غیرمتعارف-از-طرف-ناظران-بورس-در-معاملات-هیئت-مدیره-بورس-باید-شفاف-سازی-کند,,,,
1628, ۱۸ آذر ۱۴۰۰ - ۱۶:۱۴ ,بروز نشانه‌های مثبت در بورس/ سهامداران از فروش دست کشیدند,کارشناس بازار سرمایه گفت: کاهش عرضه ها در بازار سرمایه، بیانگر عقب نشینی سهامداران برای فروش سهام است.,https://www.tasnimnews.com/fa/news/1400/09/18/2623039/بروز-نشانه-های-مثبت-در-بورس-سهامداران-از-فروش-دست-کشیدند,,,,
1629, ۱۷ آذر ۱۴۰۰ - ۱۳:۱۴ ,شاخص بورس ۱۱ هزار واحد رشد کرد,شاخص بورس در جریان معاملات امروز بازار سرمایه با رشد ۱۱ هزار واحدی روبرو شد.,https://www.tasnimnews.com/fa/news/1400/09/17/2622356/شاخص-بورس-11-هزار-واحد-رشد-کرد,,,,
1630, ۱۷ آذر ۱۴۰۰ - ۰۸:۲۵ ,پیش‌نویس لایحه اصلاح اصل ۴۴ قانون اساسی به دولت رفت,وزیر امور اقتصادی و دارایی از تهیه پیش نویس لایحه اصلاح قانون اجرای سیاست های اصل ۴۴ قانون اساسی خبر داد و گفت: در این پیش نویس تمام روند واگذاری‌های ۱۵ سال گذشته سازماندهی شده است.,https://www.tasnimnews.com/fa/news/1400/09/17/2622046/پیش-نویس-لایحه-اصلاح-اصل-44-قانون-اساسی-به-دولت-رفت,,,,
1631, ۱۷ آذر ۱۴۰۰ - ۰۸:۱۷ ,تغییرات مدیریتی در صندوق تثبیت بازار,با حکم وزیر امور اقتصادی و دارایی مدیرعامل صندوق تثبیت بازار منصوب شد.,https://www.tasnimnews.com/fa/news/1400/09/17/2622045/تغییرات-مدیریتی-در-صندوق-تثبیت-بازار,,,,
1632, ۱۶ آذر ۱۴۰۰ - ۱۳:۲۷ ,شاخص بورس ۴ هزار واحد واحد افت کرد,شاخص بورس در جریان معاملات امروز بازار سرمایه با افت ۴ هزار واحدی روبرو شد.,https://www.tasnimnews.com/fa/news/1400/09/16/2621725/شاخص-بورس-4-هزار-واحد-واحد-افت-کرد,,,,
1633, ۱۶ آذر ۱۴۰۰ - ۰۸:۰۷ ,پیگیری سازمان بورس برای تزریق منابع صندوق توسعه ملی به صندوق تثبیت بازار سرمایه,رئیس سازمان بورس و اوراق بهادار با اشاره به این که سودآوری شرکتهای بورسی تا پایان سال ادامه دارد، از پیگیری این سازمان برای استفاده از منابع صندوق توسعه ملی در صندوق تثبیت بازار سرمایه خبر داد.,https://www.tasnimnews.com/fa/news/1400/09/16/2621412/پیگیری-سازمان-بورس-برای-تزریق-منابع-صندوق-توسعه-ملی-به-صندوق-تثبیت-بازار-سرمایه,,,,
1634, ۱۵ آذر ۱۴۰۰ - ۱۸:۵۱ ,جزئیات بزرگترین مزایده تاریخ خصوصی‌سازی/ زمان عرضه اولیه پالایشگاه شازند هنوز مشخص نیست,رئیس کل سازمان خصوصی‌سازی با بیان جزئیاتی از فروش ۱۸ درصد از سهام شرکت پالایش شازند در مورد عرضه اولیه سهام این پالایشگاه نیز گفت زمان عرضه اولیه مشخص نیست و باید به گونه‌ای باشد که به بازار لطمه‌ای وارد نشود.,https://www.tasnimnews.com/fa/news/1400/09/15/2621326/جزئیات-بزرگترین-مزایده-تاریخ-خصوصی-سازی-زمان-عرضه-اولیه-پالایشگاه-شازند-هنوز-مشخص-نیست,,,,
1635, ۱۵ آذر ۱۴۰۰ - ۱۴:۲۸ ,ساماندهی بازار کالا با محوریت بورس کالا انجام شود,عضو کمیسیون صنایع و معادن مجلس با بیان اینکه قیمت گذاری دستوری باید در اقتصادمان حذف شود، گفت: رشد عرضه کالاها در بورس کالا به شفافیت و رقابتی شدن صنایع کشور کمک شایانی می کند.,https://www.tasnimnews.com/fa/news/1400/09/15/2621143/ساماندهی-بازار-کالا-با-محوریت-بورس-کالا-انجام-شود,,,,
1636, ۱۵ آذر ۱۴۰۰ - ۱۲:۵۵ ,شاخص بورس ۸۶۵ واحد افت کرد,شاخص بورس در جریان معاملات امروز بازار سرمایه با افت ۸۶۵ واحدی روبرو شد.,https://www.tasnimnews.com/fa/news/1400/09/15/2621054/شاخص-بورس-865-واحد-افت-کرد,,,,
1637, ۱۵ آذر ۱۴۰۰ - ۰۸:۱۹ ,یک شرکت شیمیایی مهمان فرابورس شد,"شرکت ملی شیمی کشاورز با نماد معاملاتی ""شملی"" در فهرست بازار دوم نرخ‌های فرابورس ایران درج شد.",https://www.tasnimnews.com/fa/news/1400/09/15/2620794/یک-شرکت-شیمیایی-مهمان-فرابورس-شد,,,,
1638, ۱۴ آذر ۱۴۰۰ - ۱۴:۳۸ ,مناظره| افزایش شاخص بورس به چه قیمتی؟ /دلیری: بازاری که با لغو قیمت خودرو بهم بریزد یعنی ثبات ندارد/ غلامی: شاخص بورس الان باید ۹۰۰ هزار باشد,مناظره کارشناسان بازار سرمایه درباره آنچه بر بورس طی ماه‌های اخیر گذشته است و انتظارات بجا یا نابجای سهامداران از بورس در خبرگزاری تسنیم آغاز شد.,https://www.tasnimnews.com/fa/news/1400/09/14/2620480/مناظره-افزایش-شاخص-بورس-به-چه-قیمتی-دلیری-بازاری-که-با-لغو-قیمت-خودرو-بهم-بریزد-یعنی-ثبات-ندارد-غلامی-شاخص-بورس-الان-باید-900-هزار-باشد,,,,
1639, ۱۴ آذر ۱۴۰۰ - ۱۳:۱۶ ,معامله ۱۱۶۲میلیارد سهم در بورس از ابتدای سال,بیش از ۱۱۶۲میلیارد انواع اوراق بهادار از ابتدای امسال تا پایان هفته گذشته، طی ۱۶۵روز معاملاتی در بورس اوراق بهادار معامله شده است.,https://www.tasnimnews.com/fa/news/1400/09/14/2620405/معامله-1162میلیارد-سهم-در-بورس-از-ابتدای-سال,,,,
1640,  ۱۴ آذر ۱۴۰۰ - ۱۳:۱۲ ,کاهش ۵۳هزار واحدی شاخص بورس در هفته‌‌ای که گذشت,شاخص بورس در هفته‌ای که گذشت با ۵۳هزار و ۹۸۵واحد کاهش، معادل ۳.۸۷درصد افت کرد.,https://www.tasnimnews.com/fa/news/1400/09/14/2620399/کاهش-53هزار-واحدی-شاخص-بورس-در-هفته-ای-که-گذشت,,,,
1641, ۱۴ آذر ۱۴۰۰ - ۱۲:۵۲ ,شاخص بورس ۸ هزار واحد رشد کرد,شاخص بورس در جریان معاملات امروز بازار سرمایه با رشد ۸هزار واحدی روبرو شد.,https://www.tasnimnews.com/fa/news/1400/09/14/2620372/شاخص-بورس-8-هزار-واحد-رشد-کرد,,,,
1642, ۱۴ آذر ۱۴۰۰ - ۱۲:۴۶ ,مصلحت سهامداران؛ اولویت دولت‌مردان در تنظیم بودجه ۱۴۰۱,در نظر گرفتن منافع سهامداران در بودجه ۱۴۰۱ از موضوعاتی است که باید به آن توجه شایانی شود و شایسته است مواردی در بودجه لحاظ شود تا مصلحت‌ سهامداران را در پی داشته باشد.,https://www.tasnimnews.com/fa/news/1400/09/14/2620384/مصلحت-سهامداران-اولویت-دولت-مردان-در-تنظیم-بودجه-1401,,,,
1643, ۱۴ آذر ۱۴۰۰ - ۱۲:۳۰ ,فین تک، دروازه افزایش جذابیت بازار سرمایه,کارشناسان بازار سرمایه معتقدند، به کارگیری هرچه عمیق‌تر فین‌تک باعث افزایش جذابیت بازار سرمایه در مقابل بازارهای موازی خواهد شد.,https://www.tasnimnews.com/fa/news/1400/09/14/2620117/فین-تک-دروازه-افزایش-جذابیت-بازار-سرمایه,,,,
1644, ۱۴ آذر ۱۴۰۰ - ۱۰:۵۲ ,وزارت صمت پیشنهادی برای عرضه خودرو در بورس نداشته است,معاون امور صنایع وزیر صمت گفت: سازمان بورس موضوع عرضه خودرو در بورس کالا را مطرح کرده و وزارت صنعت، معدن و تجارت حداقل در مدت اخیر پیشنهاد و موضعی در این خصوص نداشته است.,https://www.tasnimnews.com/fa/news/1400/09/14/2620229/وزارت-صمت-پیشنهادی-برای-عرضه-خودرو-در-بورس-نداشته-است,,,,
1645, ۱۴ آذر ۱۴۰۰ - ۰۹:۰۸ ,کمیسیون اصل ۹۰، خواستار شفاف‌سازی سازمان بورس در خصوص سود سهام عدالت شد,رئیس کمیسیون اصل ۹۰ مجلس طی نامه‌ای به رئیس سازمان بورس و اوراق بهادار خواستار شفاف‌سازی این سازمان در خصوص دلیل تاخیر در واریز ۱۰ درصد سود پارسال سهام عدالت و همچنین ابهامات مربوط به پرداخت سود این سهام در سالجاری شد.,https://www.tasnimnews.com/fa/news/1400/09/14/2620140/کمیسیون-اصل-90-خواستار-شفاف-سازی-سازمان-بورس-در-خصوص-سود-سهام-عدالت-شد,,,,
1646, ۱۴ آذر ۱۴۰۰ - ۰۹:۰۳ ,افزایش شاخص بورس به‌چه‌قیمتی؟/ مناظره زنده کارشناسان بورس امروز در تسنیم و رادیو گفتگو,ساعت ۱۴:۳۰ امروز کارشناسان بازار سرمایه درباره آنچه بر بورس طی ماه‌های اخیر گذشته است و انتظارات بجا یا نابجای سهامداران از بورس در خبرگزاری تسنیم مناظره می‌کنند که از رادیو گفتگو و سایت تسنیم به‌صورت زنده منتشر می‌شود.,https://www.tasnimnews.com/fa/news/1400/09/14/2620141/افزایش-شاخص-بورس-به-چه-قیمتی-مناظره-زنده-کارشناسان-بورس-امروز-در-تسنیم-و-رادیو-گفتگو,,,,
1647, ۱۴ آذر ۱۴۰۰ - ۰۸:۳۰ ,۷۱ درصد اوراق دولتی از طریق بورس فروخته شد,از ابتدای امسال تا کنون ۵۱.۹۴۰ میلیارد تومان از طریق انتشار اوراق نقدی، حدود ۲۹ درصد از طریق بازار پول و ۷۱ درصد از طریق بازار سرمایه تأمین مالی شده است.,https://www.tasnimnews.com/fa/news/1400/09/14/2620110/71-درصد-اوراق-دولتی-از-طریق-بورس-فروخته-شد,,,,
1648, ۱۴ آذر ۱۴۰۰ - ۰۸:۲۲ ,نماد یک شرکت سیمانی در سامانه پس از معاملات درج شد,شرکت سپرده گذاری مرکزی اوراق بهادار و تسویه وجوه از درج نماد شرکت سیمان اردستان در سامانه پس از معاملات خبر داد.,https://www.tasnimnews.com/fa/news/1400/09/14/2620102/نماد-یک-شرکت-سیمانی-در-سامانه-پس-از-معاملات-درج-شد,,,,
1649, ۱۴ آذر ۱۴۰۰ - ۰۸:۱۸ ,۱۰۱ هزار نفر در آبان ماه سجامی شدند,در آبان ماه امسال تعداد ۱۰۱ هزار و ۷۱۶ احراز هویت در سامانه (سجام) صورت گرفته است.,https://www.tasnimnews.com/fa/news/1400/09/14/2620105/101-هزار-نفر-در-آبان-ماه-سجامی-شدند,,,,
1650, ۱۴ آذر ۱۴۰۰ - ۰۸:۱۸ ,فرآیند تحویل قرارداد آتی «صندوق طلا» سررسید آذر ماه اعلام شد,بورس کالای ایران زمان انجام فرآیند تحویل قراردادهای آتی واحدهای سرمایه گذاری پشتوانه طلای لوتوس سررسید آذر ماه ۱۴۰۰ را اعلام کرد.,https://www.tasnimnews.com/fa/news/1400/09/14/2620103/فرآیند-تحویل-قرارداد-آتی-صندوق-طلا-سررسید-آذر-ماه-اعلام-شد,,,,
1651, ۱۳ آذر ۱۴۰۰ - ۱۷:۰۷ ,تعادل بازار سیمان از مسیر بورس کالا در صدر اقدامات ۱۰۰ روزه دولت,بررسی‌ عملکرد ۱۰۰ روزه دولت سیزدهم در بخش صنعت و معدن نشان می‌دهد بازگرداندن نرخ سیمان به قیمت‌های پیش از قطعی برق با بکاریگیری سیاست عرضه در بورس کالا و افزایش تولید خودرو، از مهمترین اقدامات دولت در این صد روز است.,https://www.tasnimnews.com/fa/news/1400/09/13/2619852/تعادل-بازار-سیمان-از-مسیر-بورس-کالا-در-صدر-اقدامات-100-روزه-دولت,,,,
1652, ۱۳ آذر ۱۴۰۰ - ۱۴:۱۴ ,خودرو‌های لاکچری وارد بورس می‌شوند,رئیس سازمان بورس و اوراق بهادار گفت: پیگیری‌ها از طریق بورس کالا ادامه دارد تا یک‌سری از خودرو‌ها که لاکچری محسوب می‌شوند به‌تدریج وارد بورس شوند.,https://www.tasnimnews.com/fa/news/1400/09/13/2619677/خودرو-های-لاکچری-وارد-بورس-می-شوند,,,,
1653, ۱۳ آذر ۱۴۰۰ - ۰۸:۰۸ ,ماسک ۱ میلیارد دلار دیگر از سهام تسلا را برای پرداخت مالیات فروخت,داده های سازمان‌های نظارتی نشان می‌دهد که ایلان ماسک، مدیرعامل شرکت آمریکایی تسلا، بخش عمده دیگری از سهام این شرکت را به ارزش ۱.۰۱ میلیارد دلار برای پرداخت مالیات خود فروخته است.,https://www.tasnimnews.com/fa/news/1400/09/13/2619221/ماسک-1-میلیارد-دلار-دیگر-از-سهام-تسلا-را-برای-پرداخت-مالیات-فروخت,,,,
1654, ۱۱ آذر ۱۴۰۰ - ۱۴:۱۳ ,اعلام تصمیمات جدید خودرویی طی چند روز آینده/ قیمت‌های جدید به نفع مردم، بورس و خودروساز است,رئیس سازمان بورس با اشاره به اتفاقات اخیر ناشی از قیمت‌گذاری دستوری خودرو گفت: قیمت‌گذاری دستوری در خیلی از صنایع حذف شده و فقط در چند صنعت گرفتار این موضوع هستیم، اما در دولت تصمیمات خوبی گرفته شده و به امید خدا در چند روز آینده اجرایی خواهد شد.,https://www.tasnimnews.com/fa/news/1400/09/11/2618685/اعلام-تصمیمات-جدید-خودرویی-طی-چند-روز-آینده-قیمت-های-جدید-به-نفع-مردم-بورس-و-خودروساز-است,,,,
1655, ۱۰ آذر ۱۴۰۰ - ۱۵:۲۰ ,واقعیت های فروش اوراق دولتی,در سوم آبان ماه سال جاری، انتشار خبری مبنی بر فروش ۳۷ هزار میلیارد تومان اوراق از سوی دولت با هدف تامین کسری بودجه از مسیر بازار سرمایه، باعث شد تا فعالان بازار سرمایه نسبت به این اقدام واکنش نشان دهند...,https://www.tasnimnews.com/fa/news/1400/09/10/2618223/واقعیت-های-فروش-اوراق-دولتی,,,,
1656, ۱۰ آذر ۱۴۰۰ - ۱۳:۳۴ ,حجم انتشار اوراق شرکتی معادل ۲ درصد تولید ناخالص داخلی کشور است,یک کارشناس بازار سرمایه با بیان اینکه حداکثر حجم انتشار اوراق شرکتی دو درصد تولید ناخالص داخلی کشور است، گفت: یکی از راههای رتبه بندی شرکت‌ها سنجش ریسک و بازدهی شرکت‌هاست.,https://www.tasnimnews.com/fa/news/1400/09/10/2618112/حجم-انتشار-اوراق-شرکتی-معادل-2-درصد-تولید-ناخالص-داخلی-کشور-است,,,,
1657, ۱۰ آذر ۱۴۰۰ - ۱۳:۱۳ ,افزایش شفافیت در اقتصاد کشور با انتقال معاملات مسکن به بورس,یک کارشناس بازار سرمایه با اشاره به اینکه، امکان معاملات مسکن در فرابورس وجود دارد، گفت: از مسیر انتقال معاملات مسکن و رمز ارزها در فرابورس ضریب شفافیت در اقتصاد کشور افزایش خواهد یافت.,https://www.tasnimnews.com/fa/news/1400/09/10/2618101/افزایش-شفافیت-در-اقتصاد-کشور-با-انتقال-معاملات-مسکن-به-بورس,,,,
1658, ۱۰ آذر ۱۴۰۰ - ۰۹:۵۳ ,واقعیت‌ نوسان‌های شاخص بورس و تدابیری برای ثبات بازار/کنترل تورم در نهایت به نفع سهامداران است,معاون پیشین وزیر اقتصاد معتقد است، کنترل تورم و کاهش نرخ ارز شرایط کلان اقتصاد را تثبیت کرده و در چنین شرایطی بازار سهام نیز میتواند از شرایط یک رونق واقعی در اقتصاد منتفع شود.,https://www.tasnimnews.com/fa/news/1400/09/10/2617843/واقعیت-نوسان-های-شاخص-بورس-و-تدابیری-برای-ثبات-بازار-کنترل-تورم-در-نهایت-به-نفع-سهامداران-است,,,,
1659, ۱۰ آذر ۱۴۰۰ - ۰۸:۵۶ ,افزایش فقط ۱۰ درصدی حقوق کارمندان در راستای بودجه بدون کسری/ بورس کشش سهام فروشی دولت را ندارد,رئیس کمیته اقتصاد کمیسیون برنامه و بودجه با بیان اینکه تا جای ممکن سعی شده بودجه ۱۴۰۱ با کسری کمتری بسته شود درباره فروش سهام دولت گفت: وضعیت بورس به گونه‌ای است که دولت حتی سهامی برای فروش هم داشته باشد به راحتی نمی تواند این کار را انجام دهد.,https://www.tasnimnews.com/fa/news/1400/09/10/2617815/افزایش-فقط-10-درصدی-حقوق-کارمندان-در-راستای-بودجه-بدون-کسری-بورس-کشش-سهام-فروشی-دولت-را-ندارد,,,,
1660, ۰۹ آذر ۱۴۰۰ - ۱۴:۵۳ ,الزام بانک‌ها به افشای اطلاعات انواع سرمایه‌گذاری در بازار سرمایه,رئیس نظارت بر ناشران گروه مالی و خدماتی بورس گفت: بانک‌های پذیرفته ‌شده در بازار سرمایه ملزم هستند علاوه بر افشای اطلاعات تسهیلات پرداختی و سپرده‌های دریافتی، اطلاعات سرمایه‌گذاری در اوراق بدهی، سرمایه‌گذاری در سهام و هزینه‌های مالی را نیز افشا کنند.,https://www.tasnimnews.com/fa/news/1400/09/09/2617577/الزام-بانک-ها-به-افشای-اطلاعات-انواع-سرمایه-گذاری-در-بازار-سرمایه,,,,
1661, ۰۹ آذر ۱۴۰۰ - ۱۴:۳۳ ,بورس کالا، فرصتی جدید در توسعه روابط تجاری ایران و سوریه,توسعه ارتباط میان بازار سرمایه ایران و سوریه در سفر وزیر صمت و هیات همراه به سوریه در دستورکار قرار گرفته است.,https://www.tasnimnews.com/fa/news/1400/09/09/2617566/بورس-کالا-فرصتی-جدید-در-توسعه-روابط-تجاری-ایران-و-سوریه,,,,
1662, ۰۹ آذر ۱۴۰۰ - ۱۰:۵۷ ,سیاست دولت برای ساماندهی ارز ۴۲۰۰ تومانی و بورس با حضور خاندوزی و عشقی بررسی شد,رئیس کمیسیون برنامه و بودجه مجلس، جلسه هم‌اندیشی امروز مجلس با وزیر امور اقتصادی و دارایی و رئیس سازمان بورس و اوراق بهادار را تشریح کرد.,https://www.tasnimnews.com/fa/news/1400/09/09/2617322/سیاست-دولت-برای-ساماندهی-ارز-4200-تومانی-و-بورس-با-حضور-خاندوزی-و-عشقی-بررسی-شد,,,,
1663, ۰۹ آذر ۱۴۰۰ - ۱۰:۰۳ ,هشدار جدی درباره فروش ۴ درصد سهام ایران خودرو و سایپا/ اول شفاف‌سازی، بعد واگذاری,نماینده سابق مجلس با اشاره به سهام‌داری پیچیده دولت، شبه‌دولتی‌ها و زیرمجموعه‌ها در صنعت خودرو گفت: قدم اول در فرآیند خصوصی‌سازی شرکت‌های خودروسازی، ایجاد شفافیت در وضعیت سهام‌داری و هویت مالکان این شرکت‌ها است.,https://www.tasnimnews.com/fa/news/1400/09/09/2617277/هشدار-جدی-درباره-فروش-4-درصد-سهام-ایران-خودرو-و-سایپا-اول-شفاف-سازی-بعد-واگذاری,,,,
1664, ۰۸ آذر ۱۴۰۰ - ۰۹:۴۳ ,واگذاری کشت‌وصنعت مغان به یک بدهکار کلان بانکی چگونه رخ داد؟ /مروری بر داستان حراج «نگین کشاورزی ایران»,در حالیکه اخیراً زمزمه‌هایی مبنی بر امکان اعاده دادرسی در خصوص پرونده واگذاری شرکت کشت و صنعت مغان شنیده می‌شود، مروری بر جریانات مربوط به این واگذاری نشان می‌دهد که این اقدام با تخلفات گسترده و به یک بدهکار بانکی صورت گرفته است!,https://www.tasnimnews.com/fa/news/1400/09/08/2616613/واگذاری-کشت-وصنعت-مغان-به-یک-بدهکار-کلان-بانکی-چگونه-رخ-داد-مروری-بر-داستان-حراج-نگین-کشاورزی-ایران,,,,
1665, ۰۷ آذر ۱۴۰۰ - ۱۳:۰۳ ,شاخص بورس به رشد هزار واحدی بسنده کرد,شاخص بورس در جریان معاملات امروز بازار سرمایه با رشد یک هزار واحدی روبرو شد.,https://www.tasnimnews.com/fa/news/1400/09/07/2616170/شاخص-بورس-به-رشد-هزار-واحدی-بسنده-کرد,,,,
1666, ۰۷ آذر ۱۴۰۰ - ۰۸:۱۸ ,کاهش ۱۶هزار واحدی شاخص بورس در ۱ هفته‌‌,شاخص بورس در هفته‌ای که گذشت با ۱۶هزار و ۶۸۳واحد کاهش، معادل ۱.۱۸درصد افت کرد.,https://www.tasnimnews.com/fa/news/1400/09/07/2615847/کاهش-16هزار-واحدی-شاخص-بورس-در-1-هفته,,,,
1667, ۰۷ آذر ۱۴۰۰ - ۰۸:۱۸ ,نقش بازار سرمایه در نقشه راه وزارت اقتصاد برای رشد غیرتورمی,یک مدرس علوم بانکی گفت: تامین مالی پروژه‌های دولت با ضمانت صندوق توسعه ملی از طریق انتشار سهام یا اوراق برای صندوق پروژه یا شرکت پروژه‌ درخصوص پیشرانها امکانپذیر است.,https://www.tasnimnews.com/fa/news/1400/09/07/2615846/نقش-بازار-سرمایه-در-نقشه-راه-وزارت-اقتصاد-برای-رشد-غیرتورمی,,,,
1668, ۰۶ آذر ۱۴۰۰ - ۱۳:۲۷ ,شاخص بورس ۲۷ هزار واحد افت کرد,شاخص بورس در جریان معاملات امروز بازار سرمایه با ثبت افت ۲۷هزارواحدی مواجه شد.,https://www.tasnimnews.com/fa/news/1400/09/06/2615515/شاخص-بورس-27-هزار-واحد-افت-کرد,,,,
1669, ۰۶ آذر ۱۴۰۰ - ۱۳:۲۵ ,دولت ۸۰۰۰ هزار میلیارد تومان دارایی دارد,رئیس کمیسیون اقتصادی مجلس با اشاره به این که دارایی‌های شناسایی شده دولت معادل ۲ برابر حجم نقدینگی در اقتصاد است، گفت: بخشی از این دارایی‌ها توسط دولت استفاده می‌شود و بقیه بلااستفاده مانده است که می توان با مولدسازی از این ظرفیت استفاده کرد.,https://www.tasnimnews.com/fa/news/1400/09/06/2615512/دولت-8000-هزار-میلیارد-تومان-دارایی-دارد,,,,
